led_id,row,col,brightness,r,g,b,interpolated,detection_method,measurement_method
68,2,3,126.35680991735536,58.14876033057851,154.59504132231405,159.8512396694215,False,grid,direct
69,2,4,119.14189256198345,52.1900826446281,147.0082644628099,151.25619834710744,False,grid,direct
70,2,5,126.3197603305785,57.553719008264466,154.900826446281,159.51239669421489,False,grid,direct
71,2,6,129.65039669421486,55.88429752066116,160.49586776859505,164.29752066115702,False,grid,direct
72,2,7,141.5161652892562,65.66115702479338,173.3305785123967,176.65289256198346,False,grid,direct
73,2,8,94.84871900826445,19.735537190082646,125.77685950413223,132.60330578512398,False,grid,direct
74,2,9,64.41162809917356,6.1735537190082646,87.70247933884298,97.23140495867769,False,grid,direct
75,2,10,142.8355041322314,75.49586776859505,170.40495867768595,177.49586776859505,False,grid,direct
76,2,11,188.08704958677686,114.35537190082644,218.82644628099175,223.1900826446281,False,grid,direct
77,2,12,187.6527438016529,116.72727272727273,217.12396694214877,221.92561983471074,False,grid,direct
78,2,13,106.38354545454546,40.96694214876033,133.65289256198346,137.54545454545453,False,grid,direct
79,2,14,53.8340826446281,11.801652892561984,71.45454545454545,73.34710743801652,False,grid,direct
80,2,15,150.21299173553717,89.49586776859505,175.52892561983472,179.10743801652893,False,grid,direct
81,2,16,170.45282644628097,94.13223140495867,202.03305785123968,208.01652892561984,False,grid,direct
82,2,17,178.56209090909093,105.53719008264463,208.83471074380165,214.21487603305786,False,grid,direct
83,2,18,177.53113223140497,101.17355371900827,209.03305785123968,215.59504132231405,False,grid,direct
84,2,19,182.74528925619833,108.59504132231405,213.80165289256198,217.31404958677686,False,grid,direct
85,2,20,171.70280991735535,92.0,204.6611570247934,211.04132231404958,False,grid,direct
86,2,21,155.6431652892562,70.22314049586777,191.15702479338842,196.8181818181818,False,grid,direct
87,2,22,152.04692561983472,67.06611570247934,187.3801652892562,193.0,False,grid,direct
88,2,23,144.52295041322316,62.59504132231405,178.28925619834712,185.53719008264463,False,grid,direct
89,2,24,144.1629173553719,64.64462809917356,177.31404958677686,182.02479338842974,False,grid,direct
90,2,25,135.10702479338843,59.12396694214876,166.67768595041323,171.83471074380165,False,grid,direct
91,2,26,72.06504132231404,3.041322314049587,100.85950413223141,104.83471074380165,False,grid,direct
92,2,27,113.61466115702478,44.93388429752066,141.8099173553719,148.5702479338843,False,grid,direct
93,2,28,81.47644628099174,11.983471074380166,110.08264462809917,116.44628099173553,False,grid,direct
94,2,29,73.45823140495867,19.520661157024794,95.58677685950413,100.98347107438016,False,grid,direct
95,2,30,73.81803305785124,32.96694214876033,90.52066115702479,94.95867768595042,False,grid,direct
96,2,31,78.1919256198347,42.32231404958678,93.37190082644628,94.10743801652893,False,grid,direct
97,3,0,192.5869917355372,133.21487603305786,217.3305785123967,220.900826446281,False,grid,direct
98,3,1,183.12751239669421,122.33884297520662,208.4793388429752,212.02479338842974,False,grid,direct
99,3,2,168.53057024793387,107.49586776859505,194.19834710743802,196.44628099173553,False,grid,direct
100,3,3,154.78622314049585,91.87603305785125,180.94214876033058,185.10743801652893,False,grid,direct
101,3,4,168.41473553719007,110.87603305785125,192.55371900826447,195.03305785123968,False,grid,direct
102,3,5,157.71308264462812,94.88429752066116,183.98347107438016,187.23140495867767,False,grid,direct
103,3,6,163.16714049586776,96.60330578512396,190.93388429752065,194.77685950413223,False,grid,direct
104,3,7,173.01952892561982,103.47107438016529,202.17355371900825,205.31404958677686,False,grid,direct
105,3,8,155.35189256198348,81.80165289256199,186.07438016528926,190.06611570247935,False,grid,direct
106,3,9,142.53638842975207,74.83471074380165,170.4793388429752,176.22314049586777,False,grid,direct
107,3,10,113.59799173553719,41.65289256198347,143.11570247933884,150.30578512396696,False,grid,direct
108,3,11,104.10087603305784,36.21487603305785,131.9504132231405,138.7520661157025,False,grid,direct
109,3,12,90.05819008264463,24.40495867768595,117.48760330578513,121.01652892561984,False,grid,direct
110,3,13,130.09459504132232,63.760330578512395,157.77685950413223,161.53719008264463,False,grid,direct
111,3,14,148.61504132231403,86.85950413223141,174.06611570247935,179.53719008264463,False,grid,direct
112,3,15,103.21727272727273,37.83471074380165,130.34710743801654,135.0082644628099,False,grid,direct
113,3,16,95.16855371900826,33.59504132231405,120.34710743801652,127.01652892561984,False,grid,direct
114,3,17,93.5108512396694,26.958677685950413,120.60330578512396,128.56198347107437,False,grid,direct
115,3,18,98.92931404958676,27.421487603305785,129.099173553719,131.13223140495867,False,grid,direct
116,3,19,92.14240495867767,23.041322314049587,120.25619834710744,128.6198347107438,False,grid,direct
117,3,20,93.48695867768595,9.603305785123966,128.28099173553719,134.3388429752066,False,grid,direct
118,3,21,173.51099173553717,102.19834710743801,203.0909090909091,208.2396694214876,False,grid,direct
119,3,22,191.81244628099174,123.35537190082644,220.59504132231405,223.15702479338842,False,grid,direct
120,3,23,179.93025619834708,107.09917355371901,210.5785123966942,213.1404958677686,False,grid,direct
121,3,24,173.8972314049587,100.90082644628099,204.62809917355372,207.11570247933884,False,grid,direct
122,3,25,163.77341322314047,90.11570247933884,194.6694214876033,197.87603305785123,False,grid,direct
123,3,26,125.13376859504132,56.65289256198347,153.29752066115702,159.72727272727272,False,grid,direct
124,3,27,150.77766942148762,79.14049586776859,180.44628099173553,185.900826446281,False,grid,direct
125,3,28,150.02509917355374,78.5702479338843,179.5702479338843,185.30578512396696,False,grid,direct
126,3,29,145.7747685950413,74.21487603305785,175.29752066115702,181.44628099173553,False,grid,direct
127,3,30,154.43697520661158,87.07438016528926,182.28099173553719,187.74380165289256,False,grid,direct
128,3,31,103.46947107438017,54.65289256198347,123.54545454545455,128.13223140495867,False,grid,direct
129,4,0,162.29495867768594,84.56198347107438,195.2396694214876,196.53719008264463,False,grid,direct
130,4,1,152.72252892561983,75.93388429752066,184.87603305785123,188.56198347107437,False,grid,direct
131,4,2,136.79299173553719,62.611570247933884,167.93388429752065,171.0082644628099,False,grid,direct
132,4,3,130.20038016528926,61.88429752066116,158.64462809917356,162.91735537190084,False,grid,direct
133,4,4,129.7027685950413,60.743801652892564,158.35537190082644,163.03305785123968,False,grid,direct
134,4,5,132.09179338842975,60.22314049586777,162.06611570247935,166.2479338842975,False,grid,direct
135,4,6,139.25886776859502,62.83471074380165,171.0082644628099,176.22314049586777,False,grid,direct
136,4,7,146.10180991735538,64.23140495867769,180.25619834710744,184.96694214876032,False,grid,direct
137,4,8,102.15238016528926,20.355371900826448,135.94214876033058,142.70247933884298,False,grid,direct
138,4,9,71.71705785123966,1.884297520661157,100.46280991735537,106.85950413223141,False,grid,direct
139,4,10,119.95188429752066,49.47933884297521,149.28099173553719,153.76859504132233,False,grid,direct
140,4,11,163.1020743801653,98.84297520661157,189.44628099173553,195.9917355371901,False,grid,direct
141,4,12,156.0160743801653,92.38842975206612,182.31404958677686,187.48760330578511,False,grid,direct
142,4,13,99.06394214876032,31.05785123966942,127.59504132231405,130.5206611570248,False,grid,direct
143,4,14,65.75520661157024,8.537190082644628,89.52892561983471,93.41322314049587,False,grid,direct
144,4,15,139.79666115702477,82.51239669421487,163.35537190082644,168.73553719008265,False,grid,direct
145,4,16,161.61115702479339,96.47107438016529,188.68595041322314,193.0495867768595,False,grid,direct
146,4,17,164.47279338842975,99.34710743801652,191.3801652892562,196.73553719008265,False,grid,direct
147,4,18,164.1188181818182,99.60330578512396,190.60330578512398,196.95867768595042,False,grid,direct
148,4,19,163.73405785123967,97.6694214876033,191.06611570247935,196.27272727272728,False,grid,direct
149,4,20,154.8819090909091,83.00826446280992,184.86776859504133,188.9917355371901,False,grid,direct
150,4,21,161.50014049586778,78.66115702479338,196.07438016528926,200.74380165289256,False,grid,direct
151,4,22,159.08611570247933,70.88429752066116,196.0082644628099,200.30578512396696,False,grid,direct
152,4,23,147.35714049586775,59.31404958677686,184.1900826446281,188.6198347107438,False,grid,direct
153,4,24,138.7949173553719,57.752066115702476,172.53719008264463,177.61157024793388,False,grid,direct
154,4,25,125.0995867768595,47.28099173553719,157.23140495867767,163.7520661157025,False,grid,direct
155,4,26,58.42890082644628,1.0165289256198347,81.63636363636364,89.51239669421487,False,grid,direct
156,4,27,108.4114297520661,40.97520661157025,136.1900826446281,142.2479338842975,False,grid,direct
157,4,28,77.46819008264463,1.7685950413223142,108.55371900826447,115.9504132231405,False,grid,direct
158,4,29,73.85794214876033,0.8016528925619835,103.9504132231405,110.52066115702479,False,grid,direct
159,4,30,87.99168595041321,21.206611570247933,115.30578512396694,122.51239669421487,False,grid,direct
160,4,31,88.50052066115701,38.48760330578512,108.8099173553719,115.09917355371901,False,grid,direct
161,5,0,185.51704132231404,124.34710743801652,211.1900826446281,213.7603305785124,False,grid,direct
162,5,1,183.69722314049588,126.60330578512396,207.77685950413223,209.45454545454547,False,grid,direct
163,5,2,159.55453719008264,98.11570247933884,185.31404958677686,188.05785123966942,False,grid,direct
164,5,3,152.22627272727271,89.93388429752066,178.40495867768595,180.8099173553719,False,grid,direct
165,5,4,165.21278512396694,109.10743801652893,188.60330578512398,191.92561983471074,False,grid,direct
166,5,5,148.97482644628099,86.34710743801652,175.0909090909091,178.7603305785124,False,grid,direct
167,5,6,161.67105785123968,98.71900826446281,187.97520661157026,191.3388429752066,False,grid,direct
168,5,7,162.03664462809917,92.06611570247934,191.32231404958677,194.7603305785124,False,grid,direct
169,5,8,151.1310826446281,76.6694214876033,182.01652892561984,187.39669421487602,False,grid,direct
170,5,9,144.21218181818182,73.94214876033058,173.2479338842975,179.0082644628099,False,grid,direct
171,5,10,97.03828925619834,28.65289256198347,125.22314049586777,131.27272727272728,False,grid,direct
172,5,11,61.13395867768595,5.528925619834711,83.47107438016529,91.95867768595042,False,grid,direct
173,5,12,61.89757851239669,7.975206611570248,83.86776859504133,90.19834710743801,False,grid,direct
174,5,13,127.00860330578513,62.256198347107436,153.83471074380165,158.71074380165288,False,grid,direct
175,5,14,156.23546280991732,93.8099173553719,181.96694214876032,187.47107438016528,False,grid,direct
176,5,15,95.657347107438,33.69421487603306,120.97520661157024,127.8099173553719,False,grid,direct
177,5,16,61.541396694214875,9.553719008264462,82.53719008264463,89.78512396694215,False,grid,direct
178,5,17,70.03863636363637,16.272727272727273,91.88429752066116,98.5702479338843,False,grid,direct
179,5,18,74.05523140495868,18.355371900826448,96.77685950413223,103.14876033057851,False,grid,direct
180,5,19,69.60123140495868,13.041322314049587,92.78512396694215,98.5702479338843,False,grid,direct
181,5,20,80.80095867768594,5.586776859504132,112.08264462809917,117.0,False,grid,direct
182,5,21,180.77385123966943,117.22314049586777,207.22314049586777,211.26446280991735,False,grid,direct
183,5,22,191.38652066115702,129.64462809917356,217.15702479338842,220.62809917355372,False,grid,direct
184,5,23,185.96423140495867,123.47933884297521,212.1900826446281,214.8099173553719,False,grid,direct
185,5,24,173.0198347107438,107.2396694214876,200.52892561983472,203.900826446281,False,grid,direct
186,5,25,166.34410743801652,103.7603305785124,192.41322314049586,196.25619834710744,False,grid,direct
187,5,26,131.49937190082645,70.46280991735537,156.94214876033058,160.5785123966942,False,grid,direct
188,5,27,156.08511570247933,95.99173553719008,181.02479338842974,185.28099173553719,False,grid,direct
189,5,28,143.22052892561982,75.34710743801652,171.56198347107437,175.30578512396696,False,grid,direct
190,5,29,142.0754958677686,75.16528925619835,169.58677685950414,175.9090909090909,False,grid,direct
191,5,30,151.98251239669423,82.34710743801652,180.67768595041323,186.86776859504133,False,grid,direct
192,5,31,95.41990909090909,35.768595041322314,119.95867768595042,125.52066115702479,False,grid,direct
193,6,0,199.91427272727273,150.59504132231405,220.73553719008265,222.05785123966942,False,grid,direct
194,6,1,195.2900991735537,146.5206611570248,215.74380165289256,217.88429752066116,False,grid,direct
195,6,2,166.47299173553716,104.56198347107438,192.54545454545453,194.60330578512398,False,grid,direct
196,6,3,162.6114380165289,106.0,186.28099173553719,189.21487603305786,False,grid,direct
197,6,4,163.18357024793386,104.3801652892562,187.8512396694215,190.39669421487602,False,grid,direct
198,6,5,157.79946280991734,97.40495867768595,183.2479338842975,185.16528925619835,False,grid,direct
199,6,6,181.31328925619832,123.97520661157024,205.54545454545453,206.92561983471074,False,grid,direct
200,6,7,168.22590909090906,101.03305785123968,196.39669421487602,199.40495867768595,False,grid,direct
201,6,8,162.65681818181818,93.61157024793388,191.4214876033058,195.63636363636363,False,grid,direct
202,6,9,145.6336033057851,72.7603305785124,175.9504132231405,180.6611570247934,False,grid,direct
203,6,10,79.51550413223141,20.760330578512395,103.22314049586777,111.54545454545455,False,grid,direct
204,6,11,30.61295041322314,0.3140495867768595,42.6198347107438,48.256198347107436,False,grid,direct
205,6,12,28.590842975206613,0.5041322314049587,39.760330578512395,44.743801652892564,False,grid,direct
206,6,13,127.34491735537189,67.73553719008264,152.0082644628099,156.69421487603304,False,grid,direct
207,6,14,158.96631404958677,86.31404958677686,189.30578512396696,193.29752066115702,False,grid,direct
208,6,15,75.39940495867768,16.710743801652892,99.14049586776859,107.08264462809917,False,grid,direct
209,6,16,29.803181818181816,0.3140495867768595,41.59504132231405,46.429752066115704,False,grid,direct
210,6,17,31.11159504132231,0.4214876033057851,43.40495867768595,48.30578512396694,False,grid,direct
211,6,18,35.95723966942148,1.3801652892561984,50.107438016528924,53.78512396694215,False,grid,direct
212,6,19,42.30323966942149,2.512396694214876,58.66115702479339,62.43801652892562,False,grid,direct
213,6,20,65.76854545454545,6.958677685950414,89.86776859504133,95.92561983471074,False,grid,direct
214,6,21,181.41423140495866,120.14876033057851,206.95867768595042,210.5702479338843,False,grid,direct
215,6,22,200.83312396694214,147.47107438016528,223.15702479338842,225.84297520661158,False,grid,direct
216,6,23,190.75166115702476,132.54545454545453,215.2479338842975,217.28099173553719,False,grid,direct
217,6,24,179.03890082644628,112.59504132231405,206.8512396694215,210.099173553719,False,grid,direct
218,6,25,163.57805785123966,91.30578512396694,194.05785123966942,196.1900826446281,False,grid,direct
219,6,26,133.43037190082643,69.78512396694215,159.8595041322314,164.27272727272728,False,grid,direct
220,6,27,160.53514049586775,95.77685950413223,187.4793388429752,191.64462809917356,False,grid,direct
221,6,28,150.25981818181816,75.41322314049587,181.51239669421489,185.64462809917356,False,grid,direct
222,6,29,144.0065123966942,69.41322314049587,175.13223140495867,179.3801652892562,False,grid,direct
223,6,30,152.68323140495866,75.34710743801652,184.79338842975207,190.1818181818182,False,grid,direct
224,6,31,94.641173553719,28.99173553719008,121.85123966942149,126.71900826446281,False,grid,direct
225,7,0,201.97319834710746,153.06611570247935,222.79338842975207,223.04132231404958,False,grid,direct
226,7,1,195.2172479338843,146.88429752066116,215.53719008264463,217.35537190082644,False,grid,direct
227,7,2,165.34929752066114,105.55371900826447,190.47107438016528,192.82644628099175,False,grid,direct
228,7,3,168.82664462809916,110.74380165289256,193.3388429752066,194.9504132231405,False,grid,direct
229,7,4,161.49063636363636,100.0,187.36363636363637,189.54545454545453,False,grid,direct
230,7,5,172.02903305785125,113.99173553719008,196.51239669421489,198.1818181818182,False,grid,direct
231,7,6,180.15419834710744,122.9090909090909,204.3305785123967,205.8099173553719,False,grid,direct
232,7,7,179.7213305785124,118.09917355371901,205.49586776859505,208.62809917355372,False,grid,direct
233,7,8,154.99762809917357,86.2892561983471,183.73553719008265,187.23140495867767,False,grid,direct
234,7,9,138.15544628099173,68.77685950413223,166.5206611570248,174.06611570247935,False,grid,direct
235,7,10,72.79476859504132,18.96694214876033,94.39669421487604,102.74380165289256,False,grid,direct
236,7,11,26.593537190082642,0.0,36.99173553719008,42.80165289256198,False,grid,direct
237,7,12,25.74352066115702,1.1239669421487604,35.22314049586777,41.50413223140496,False,grid,direct
238,7,13,104.08752066115701,47.35537190082645,127.42148760330579,132.73553719008265,False,grid,direct
239,7,14,150.1991652892562,75.65289256198348,180.93388429752065,187.46280991735537,False,grid,direct
240,7,15,70.70118181818181,13.181818181818182,94.16528925619835,100.74380165289256,False,grid,direct
241,7,16,28.878214876033056,0.049586776859504134,40.49586776859504,44.66942148760331,False,grid,direct
242,7,17,30.20794214876033,1.2148760330578512,41.80165289256198,46.553719008264466,False,grid,direct
243,7,18,31.43695867768595,1.024793388429752,43.6198347107438,48.47107438016529,False,grid,direct
244,7,19,41.04334710743802,3.2231404958677685,56.45454545454545,60.88429752066116,False,grid,direct
245,7,20,62.29064462809917,3.0082644628099175,86.61157024793388,92.54545454545455,False,grid,direct
246,7,21,181.68306611570245,120.53719008264463,207.2396694214876,210.46280991735537,False,grid,direct
247,7,22,199.56639669421486,146.54545454545453,221.78512396694214,224.22314049586777,False,grid,direct
248,7,23,194.09302479338842,139.26446280991735,217.19834710743802,218.92561983471074,False,grid,direct
249,7,24,181.95760330578514,117.9504132231405,208.8099173553719,211.5702479338843,False,grid,direct
250,7,25,175.8582644628099,108.7603305785124,204.08264462809916,206.51239669421489,False,grid,direct
251,7,26,143.68261983471075,74.80165289256199,172.31404958677686,176.91735537190084,False,grid,direct
252,7,27,164.33532231404956,93.14876033057851,194.27272727272728,196.89256198347107,False,grid,direct
253,7,28,154.56347933884297,76.89256198347107,186.80165289256198,192.28099173553719,False,grid,direct
254,7,29,147.08345454545454,72.6694214876033,178.04132231404958,182.8512396694215,False,grid,direct
255,7,30,154.21854545454545,75.0495867768595,187.06611570247935,192.72727272727272,False,grid,direct
256,7,31,100.76014049586777,37.87603305785124,126.79338842975207,131.64462809917356,False,grid,direct
257,8,0,197.44039669421485,141.4214876033058,220.87603305785123,223.69421487603304,False,grid,direct
258,8,1,196.07639669421485,144.11570247933884,217.9504132231405,219.72727272727272,False,grid,direct
259,8,2,177.00253719008265,116.93388429752066,202.39669421487602,203.79338842975207,False,grid,direct
260,8,3,174.0905950413223,112.9090909090909,199.93388429752065,201.48760330578511,False,grid,direct
261,8,4,172.72820661157024,109.54545454545455,199.5702479338843,200.23140495867767,False,grid,direct
262,8,5,170.25528099173556,108.27272727272727,196.36363636363637,198.38842975206612,False,grid,direct
263,8,6,178.69973553719007,117.94214876033058,204.47107438016528,205.35537190082644,False,grid,direct
264,8,7,190.55072727272727,136.23140495867767,213.30578512396696,215.8512396694215,False,grid,direct
265,8,8,159.69114049586776,89.37190082644628,189.35537190082644,191.3801652892562,False,grid,direct
266,8,9,140.48476859504132,70.54545454545455,169.62809917355372,173.8595041322314,False,grid,direct
267,8,10,71.8222479338843,20.40495867768595,93.03305785123968,97.46280991735537,False,grid,direct
268,8,11,28.246636363636362,0.0,39.29752066115702,45.429752066115704,False,grid,direct
269,8,12,28.65014049586777,0.04132231404958678,40.082644628099175,44.81818181818182,False,grid,direct
270,8,13,102.24904958677685,48.553719008264466,124.28099173553719,129.63636363636363,False,grid,direct
271,8,14,140.3502644628099,68.13223140495867,170.13223140495867,176.41322314049586,False,grid,direct
272,8,15,65.1033305785124,8.049586776859504,88.1900826446281,95.86776859504133,False,grid,direct
273,8,16,34.44397520661157,0.08264462809917356,48.256198347107436,53.446280991735534,False,grid,direct
274,8,17,35.36818181818182,0.8429752066115702,49.12396694214876,55.09090909090909,False,grid,direct
275,8,18,36.88196694214876,0.1487603305785124,51.45454545454545,58.1900826446281,False,grid,direct
276,8,19,41.931983471074375,0.5619834710743802,58.3801652892562,65.74380165289256,False,grid,direct
277,8,20,60.95264462809918,2.6942148760330578,84.64462809917356,91.7603305785124,False,grid,direct
278,8,21,181.35207438016528,123.29752066115702,205.6694214876033,208.40495867768595,False,grid,direct
279,8,22,203.07514049586777,153.56198347107437,223.8595041322314,225.91735537190084,False,grid,direct
280,8,23,199.43147107438014,147.96694214876032,221.15702479338842,222.54545454545453,False,grid,direct
281,8,24,194.3661652892562,138.8512396694215,217.64462809917356,220.10743801652893,False,grid,direct
282,8,25,190.7595041322314,133.20661157024793,214.77685950413223,218.04132231404958,False,grid,direct
283,8,26,155.76308264462807,83.74380165289256,185.80165289256198,189.98347107438016,False,grid,direct
284,8,27,179.64071900826445,113.28099173553719,207.5206611570248,210.13223140495867,False,grid,direct
285,8,28,167.2182644628099,89.85950413223141,199.52892561983472,203.74380165289256,False,grid,direct
286,8,29,158.56073553719008,82.80165289256199,190.1487603305785,194.61157024793388,False,grid,direct
287,8,30,165.23047933884297,87.65289256198348,197.6694214876033,201.6694214876033,False,grid,direct
288,8,31,98.30614876033057,38.46280991735537,122.97520661157024,128.2396694214876,False,grid,direct
289,9,0,210.9910082644628,162.79338842975207,231.35537190082644,232.54545454545453,False,grid,direct
290,9,1,205.58758677685947,154.5206611570248,226.93388429752065,229.61157024793388,False,grid,direct
291,9,2,194.12586776859504,140.5702479338843,216.6694214876033,218.51239669421489,False,grid,direct
292,9,3,191.58628925619834,140.8099173553719,212.70247933884298,216.03305785123968,False,grid,direct
293,9,4,181.08782644628099,124.13223140495867,204.98347107438016,207.4297520661157,False,grid,direct
294,9,5,191.65298347107438,136.76859504132233,214.6611570247934,217.13223140495867,False,grid,direct
295,9,6,191.0143553719008,135.32231404958677,214.6694214876033,215.28099173553719,False,grid,direct
296,9,7,201.57932231404956,152.10743801652893,222.47107438016528,223.7603305785124,False,grid,direct
297,9,8,170.75163636363635,101.72727272727273,199.69421487603304,202.7603305785124,False,grid,direct
298,9,9,138.81213223140497,73.39669421487604,165.95867768595042,170.60330578512398,False,grid,direct
299,9,10,76.10138842975208,19.34710743801653,99.49586776859505,104.49586776859505,False,grid,direct
300,9,11,43.80144628099173,0.0,61.62809917355372,66.89256198347107,False,grid,direct
301,9,12,43.420404958677686,0.0,61.049586776859506,66.52892561983471,False,grid,direct
302,9,13,102.26957851239669,44.28099173553719,125.87603305785125,132.8099173553719,False,grid,direct
